place_id,name,avg_rating,lat,lng,user_ratings_total,reviews
ChIJVyJLu1Jxj1QRb_Xb-OS2DDM,Cadboro-Gyro Park,4.7,48.4597261,-123.2945546,2267,"Amazing beachfront park with soft sand and a great playground. Perfect for a picnic with several tables. An ideal place for families with kids. The playground has swings for little kids and big kids, a few climbable sea monsters and sea creatures, and a great pirate ship with a plank! Most importantly, there is a washroom right next to the play area with water bottle refill station and rinse-off station for sandy little toes. Our son loved this park and so did we!One of the best playgrounds I’ve been to! Octopus slides, whale and sea serpent climbing structures, and many more ocean-themed original creations. The beach itself is sandy and clean. What a beautiful park!Beautiful park and beach. It has everything that a family can enjoy. I can spend a whole day in that park. Love that they also have zipline.Our favourite beach and park to visit when in Victoria. While busy at times, the beach has a tranquil vibe. Great for kids and for chill get-togethers with friends and family.Cadboro Gyro Park is a great place to visit in Victoria, British Columbia. It has a beautiful beach with soft sand and a section for dogs and another section for kids to play without dogs. The playground is really fun and boasts a kiddie zip line. There are also picnic tables and a large grassy area with washrooms. It’s a great family park at the beach with free parking lot"
ChIJueKTCmtzj1QRxJZTfhNWlsY,Esquimalt Gorge Park & Pavilion,4.7,48.4463446,-123.4049493,1078,"This park is so lovely! City staff do a great job with upkeep. There is lots of parking (including disabled spot and EV charging), picnic tables for small and large groups, lighting, playground, washrooms and water fountains, a paved walking path along the water with benches for sitting and taking in the view of wildlife or people on the water, and even a beach. Swimming not really recommend here as there is a lot of goose poop. Large green space and also an off leash dog area. The Japanese Garden is gorgeous and the new Pavillion is also a beautiful building. This would be an excellent location for a wedding.Such a great place!!! This park is a local treasure!!! Wonderful landscaping with a nice path system bordered by gorgeous flowers and shrubs. The new building will be a fantastic addition to this and ib look forward to its opening!!!July 23/2022. 23°C. The Esquimalt Gorge Park goes back a long way with Japanese history with a small garden that will
captivate you because of it's design. When we were there numerous small craft were getting ready to push off to go exploring.You must walk here to visit and enjoy. No parking until done construction.. Beautiful japanese gardens, has more potential as its being upgraded and im sure once the new centre is done the gardens will be looked after..It’s a very beautiful park. Found a sculpture exhibition going on which was breathe taking . Nice place to go on a walk by the water ways"
ChIJGdxzX_pzj1QRjbNBc7pVhgQ,Mount Tolmie Park,4.7,48.4569632,-123.3257163,1094,"Walked up early to watch the sunrise and it did not disappoint. Truly breathtaking sunrise with the sun braking the land and mountains including Mount Baker to luminate the ocean. I have seen the sunset and sunrise from the top, they were both excellent. Fun place to have a nice walk. Would recommend waking up early for the sunrise but even if you don't, Mount Tolmie is a great place to have a calm walk around and look at the city.A beautiful view with lots of hiking trails in every direction. A great place to have a walk in nature. Plenty of parking and a port a potty.Walkable and drivable! Little mountain inside the urban city, so you get to see the 360 degree view of this amazing tourism city. 180 degree of ocean and 180 degree of mountain, nothing better than this!Perfect place to view the sunsets, that being said, we were late to view it. It was cloudy but the sun was visible at points. It was our first time here, found it by fluke as we were leaving one destination for another and saw the sun break through the clouds and wanted a vantage point without all the trees that line the sides of the road. Seemed to be a popular place as it was somewhat filled in the upper and lower parking lots. Would definitely love to come back and relax and watch the sun cross the sky. Would recommend stopping in and take in the view of the city and the skyline..Overlook the city. Either in a car or by foot. It's a great spot to let the scenery sink in. Life gets busy, don't let go of the little things. This is a little thing, soak it up even if you're a local. You never know when your clock is up."
ChIJz9m76Op0j1QRZl1tXNXsoQU,Beacon Hill Children's Farm,4.7,48.4116201,-123.3634511,1456,"My 1.5 year old son and wife LOVED this place! We arrived to Victoria via cruise ship and had a day to explore. This farm was our first stop. It’s surrounded by a beautiful park and the animals were very social and seemed happy. Staff were around to keep an eye on families and pick up goat poop which was very much appreciated. There are wash stations in between animal areas and the farm was quite clean and well kept. Overall we had a blast and would recommend a pit stop here via pedicab to get the most scenic route!Affordable Children's Farm experience, around $5 for kids and i think $7 for adult...

Highlights of our experience are the close up interactions with birds & petting the goat... The alpaca's area was a bit stinky in my opinion.. Probably because of our timing (May) there's not much animals to explore..

But nonetheless, the place is worthwhile and a great exposure for kids to know the real world of animal on a  farm setting..I have a worst experience due to a racist staff in the goat petting area. As I went inside there is a baby goat came up to me seems like he needs a cuddle as I was about to pick him up the racist team member said you are not allowed to pick up the goat.
Later I saw him holding goats and giving it to people for cuddles and I saw other people too picking the goats themselves near him and he was ok.
But that racist man needs to learn that everyone is equal regardless of their age and color. You should learn some respect and don’t have double standardsIt's such a great place to bring your family or if you just need some petting goat therapy.  It's donations based and inside Beacon Hill Park.Haven't been since before covid. The donation is no longer optional which is good to know if you're on a budget. Two adults and our 1 and year old was 14 dollars. Masks are optional through the park but mandatory if you want to pet/visit the goats."
ChIJtUWAB6p0j1QRgXLL3rh4q3s,Macaulay Point Park,4.7,48.4188148,-123.4101135,920,"You absolutely can't loose visiting. Nice ocean views and history of Canada's defences. With old military ramparts and even a tunnel for old and young too explore.This park is well worth the visit. We’ll groomed trails walk you through a historic military site with interpretive information and great views or Victoria and towards the Olympic Mountains. This is a high calibre (no pun intended) park with free parking and no entry fee. It’s dog friendly… a real local gem.A nice place for a quick walk along the water, some historic sites and a beautiful view of the mountains!We stayed in an AirBnB right at the entrance of this park and it was stunning! You can watch the cruise ships come and go, as well as explore the old barracks. There is wildlife to watch, and very friendly locals walking their dogs.Fabulous park that we almost missed out on. We were confused by the locked gate and no parking signs every where near the entrance. Glad we took a chance and parked further down the street. The park had lots of pathways leading to the water and along the water. This is a great place to walk your dog and/or enjoy great views of Juan de fuca straight. There are benches along the look outs and even a picnic area. The park signs say the park is only open from dawn to dusk however. Overall a really nice park well worth the visit."
ChIJ5Y0MAMF0j1QRNIWMCKK_J-8,Mile Zero Monument,4.3,48.409101,-123.3690133,1081,"This place is great with the Terry Fox Statue as well; also can see the big ocean.

Along the shoreline, can have relax breeze of winds, that makes so much relaxing and comfortable!

The Mile Zero is the west of Canada starting point of Terry Fox Marathon!

It is so memorable which we can take pictures in front of the ""MILE ZERO"" sign and the statue of Terry Fox here!

when you come to Victoria, this is one of the places to visit!Amazing views. You feel like you are on the edge of the world.A highly significant monument worth a visit. The start of Trans Canada Highway, running all the way to Newfoundland. Moreover, the start of Terry Fox cross-country run.

Parking is tough when theres a lot of people.Had an awesome time walking around the area with my family. Before moving to the island, we traveled from Ontario and stopped at most of the monuments across Canada honoring Terry Fox and his courage to take on this journey. Just steps from the zero mile monument. Beautiful views of the ocean, especially at sunset walking along the beachfront or the trails above. Beacon hill park has some great views up on the hill with the Canada flag 🇨🇦. Got our exercise for sure, along with plenty of fresh air, sunshine 🌞and friendly faces..Beautiful and reserved little rocky beach hiding across from Mile Zero Monument and down a long staircase. No ramps, so not wheels here...! Phone might connect with the US but mostly you get no signal there."
ChIJzRkkCld0j1QR9HI1k87CREQ,Gonzales Observatory,4.8,48.4132733,-123.3251087,127,"Extremely short walk from the parking lot. Single lane rough road of sorts leading up to a parking lot. Good viewing area and that's it.
The building wasn't open and I'm not sure it ever is. I could not find any signs indicating if the building is open to the public.
Bit of a waste of time unless you went strictly for the view
No tickets required, no wait in the viewing area.
You only need about 10 minutes to see everything
Garbage can in the parking lot.Hands down the absolute best observatory I’ve been to all day. Will return for more sunrise-watching soon. Best wishes to all the dog walkers with their cute dogs. Walking your dog brings joy to so many people.Not sure if this place is still in operation but the views are amazing from here. Little parking lot just a short walk to the observatory. There is construction going on in the area, be aware of the blast horn and the explosion afterwards. There was another couple there and they looked concerned but we explained to them what just happened as you can feel it through the ground hundreds of feet away. We really enjoyed the day here, would love to come at night to see if this place come alive.Awesome views of the coast and very easy access, at least from the back. A bit more challenging up the slope from the front but there is a handrail on the steepest section. There are stairs and a rocky path up. Just be careful especially if wet or in poorly lit conditions.Great views of Victoria from the Observatory…..nearly 360 degrees. Observatory is not open to the public, but there are several benches to enjoy the view. Dog friendly."
ChIJSyYBLuZ0j1QR6Xga4S-Mr38,Clover Point Park,4.6,48.4063059,-123.3524539,2230,"Great place to spend part of the day.
Long sandy beach on one side, tidel pools on the other side.
Ample parking, public washrooms.
Benches and chairs facing the ocean.
Dog space, and a grassy area.Beautiful park with great views of the ocean!  Lots and lots of people with dogs!   The beach is great for looking for nice rocks and sea glass if you keep your eyes open!There is plenty of parking and the entire stretch has a walk path to walk and enjoy the beautiful sea and birds :)

The end of the park has a look out point and the starting of the walk path has a long pier to steps to walk down and enjoy the ocean waves even closer ! If you are lucky you will get to see some ships (pretty close) docked there !Really nice view from Clover Point and the rest of the park of the mountains and water. It’s quite windy here so a bit cold but good for kites and some other parachute excursions people go on. Some benches to sit on. One section does not have much parking. You can walk down a trail or path along the water or on the rocks too.Such a lovely place to enjoy the Strait and the mountains away to the south in the USA.  Great ""off leash"" dog area and every dog loves to go and play with the waves and the drift wood."
ChIJLXF0CFV0j1QRZruN4Htt_RA,Trafalgar Park,4.7,48.4078937,-123.3199706,394,"It's a beautiful place to relax and sit alone looking at US mountains. I went there at night and it was still beautiful. The house below the rocks looks like a haunted house though 🤣🤣 You can even park your car and chill on the side. Lots of parking available and hardly 2 or 3 cars come there.As mentioned before… all parks automatically get 5 stars! This park is high (geographically speaking). This makes it extra special. This is the peak of the grind for many urban runners/walkers/bikers in Victoria and people push themselves to the limits to make it up the hills to get here💪🏻.
I see this as I’m sitting in my car at top parking lot admiring the expansive views.Amazing unobstructed beautiful views of the Oceanside. The day was perfect and we enjoyed a little bite to eat while taking in the sights. The kids enjoyed climbing on the rocks and trying to get the best vantage point. Plenty of birds, boats and people all taking advantage of what the island has to offer. This was our first time here but definitely not our last as this seems like it could be a great area to view sunrises and sunsets so we want to check that out.Fantastic viewing point. I wish we'd brought binoculars. The statue at the park was beautiful and had lots of hidden details.It's an amazing overlook, not sure I would call it a park. The views are amazing."
ChIJ8VEVrIt0j1QRXhS7ysEjYoA,Art Gallery of Greater Victoria,4.5,48.4220526,-123.3477154,424,"Totally enjoyed our visit.  The Emily Carr and the ""blue and white"" displays were quite interesting.  The other fine collections in the gallery were also fascinating.  The staffs were very nice.  We had a pleasant chat with an enthusiastic curator who told us a lot about the elegant house at the gallery as part of the collection.A beautiful place with a great collection of art. Its super quite and would definitely recommend to any person who loves art or either who is new in the city. ❤️Located in a quiet neighborhood, this gallery+museum is certainly a pleasure to visit. Great place to learn about local artists and their works. Miscellaneous collections of handcrafts. Also many pieces from Asian countries. Good opportunity for local people to get a glimpse of the history of the far East. The space is well organized, with clear visiting route. The staff is friendly and helpful.The staff were lovely and helpful when I had a question about an exhibition! I could have spent another hour in there! I was bummed out I didn't get to see some Emily Carr pieces, but apparently they've been taken down recently to double check their conditions, but the 3 exhibitions happening made up for it! Definitely worth visiting!Loved how knowledgeable they were! Thank you, staff!Loved the Gallery exhibits, informative and thought provoking.  The courtyard was a highlight with the beautiful shrine and the the gift shop has some amazing treasures."
ChIJqfezy7h0j1QRcGyaRtBl-o0,Holland Point Park,4.7,48.411122,-123.3761861,1052,"A nice park alongside the ocean, plenty of sitting areas to enjoy the views and ocean. A great place to get out and take a walk. I was out here when is was super windy and rainy nobody was around, the Waves were big and looked awesome 😎👍🏼
The sound of Waves crashing is relaxing ❤️
Out on a sunny ☀️😎 Day is nice too.I spent a year living close by. Every morning at dawn I would run along the breakwater from Ogden Point to Clover Point and count birds along the way. So far I've seen two Herons, incredibly a Harrier, uncountable Mergancers, sparrows, hummingbirds, mating displays, a large bird of prey, an eagle and a submarine. One of them was smaller than I had expected.More a walking path than a park but this beach front area is a must any time of the year to take in the classic views from Victoria.Nice place to spontaneously jump out of the car and get some sea airAbsolutely love this area of Victoria. Moved to Victoria a few months ago and stayed at an Air BnB across the street from this park. It quickly became my favourite area to talk daily walks with the pup. Gorgeous coast line, plenty of places to sit and even walk down to the beach. Favourite part is watching the fog or a storm roll over the ocean. Definitely recommend walking the path!"
ChIJD3Ob63xzj1QR5gnCaZM1_pQ,Point Ellice House,4.5,48.4362721,-123.3771518,86,"Lots to see in a small house museum.  A lot of ‘things’ from the former owners were left behind when the home became a museum.  Tells the story of some lives of an earlier age.  Very knowledgeable volunteers.It was a fascinating experience learning about the family who lived here years ago. The grounds aren't huge but there is still a lot to see and learn. The garden tour highlighted some neat features about the grounds and it's definitely worth taking.For history enthusiasts! For locals and tourists! For fans of Victorian epoch! For anyone who’s fascinated by interior design! This place is a hidden gem! It’s so worth visiting! Pictures from the phone don’t do any justice to this stunning place! Staff is beyond amazing! They literally walked extra mile for us today. Guide was so lovely and extremely knowledgeable. Price is more than reasonable. Find the time to check this place! For high tea reservations are needed! Would love to come back!Point Ellice House is a beautifully preserved piece of Victoria history and  is a truly unique treasure located on the Gorge Waterway very close to downtown. What makes this home so unique is that it remained in the hands of the same family for three generations with all of it’s original contents and without any substantial redecorations. What you will see, including the wall paper, the fixtures, the furnishings, and the china, is all original and covers the period from 1890 through 1920.  It provides a rare opportunity to see one of North America’s largest collections of late Victorian and early Edwardian objects in an original, untouched Victorian home. It is now a National Historic Site and well worth a visit.  If you make advanced reservations, you can have afternoon tea in the garden.Definitely recommend checking out this museum. It's unique in that everything inside the house is from the original family, so it really feels like stepping back in time. The restoration of the grounds is very authentic as well. Going on the garden tour was very educational as the knowledgeable guide pointed out much of the plants and trees that are original to the house. The staff and volunteers are passionate about this historic place and warmly welcome you."
